group,longitude,latitude,concept,share
Potawatomi,-85.0,44.5,fishing,0.02127659574468085
Prussians,20.4,54.5,fishing,0.0
Puebla & Huasteca Nahua,-98.0,19.0,fishing,0.05263157894736842
Puelche,-67.5,-42.0,fishing,0.0
Puinave,-68.5,2.8,fishing,0.07692307692307693
Punjabi,72.0,31.0,fishing,0.011764705882352941
Queensland,143.0,-17.0,fishing,0.1
"Quiche,Pocomam",-91.0,15.0,fishing,0.05555555555555555
"Quileute, Chemakum",-124.0,47.6,fishing,0.08235294117647059
Quinault,-124.0,47.2,fishing,0.052083333333333336
Qwapaw,-91.4,33.3,fishing,0.0
Rajasthani,75.0,27.0,fishing,0.02127659574468085
"Rama,Guatuso",-84.5,10.7,fishing,0.041666666666666664
"Ramkokamekra,Apaniekra",-44.5,-6.5,fishing,0.0392156862745098
"Rawang, Anong, Drung",98.0,28.0,fishing,0.0
Reindeer Koryak,165.0,63.0,fishing,0.05194805194805195
"Rennel,Tikopia,Bellona,Futuna(Erronan)",-163.0,-12.0,fishing,0.09615384615384616
Rikbaktsa,-57.0,-13.0,fishing,0.1038961038961039
Romanians,27.0,46.0,fishing,0.03524229074889868
Romansh,9.6,46.6,fishing,0.04790419161676647
Roti,123.0,-10.9,fishing,0.09090909090909091
Rotuma,-177.2,-2.5,fishing,0.045454545454545456
Russians,40.0,57.5,fishing,0.03511705685618729
Russkoye Ustye,149.17,71.08,fishing,0.047619047619047616
"Rutul, Tsahur",47.2,41.6,fishing,0.046511627906976744
"Rwanda,Shi,Rundi",29.0,-3.0,fishing,0.018518518518518517
SE Australia,145.0,-34.0,fishing,0.12345679012345678
SE New Guinea Melanesians,148.0,-10.0,fishing,0.03508771929824561
"Saho, Afar",41.0,13.0,fishing,0.03773584905660377
Sakata,18.0,-3.4,fishing,0.0
Salinan,-121.0,35.6,fishing,0.0
Saliva,-71.3,5.0,fishing,0.0
Samoa,-172.0,-13.3,fishing,0.022222222222222223
Sandawe,35.5,-5.3,fishing,0.0
Sanema,-64.5,4.3,fishing,0.07894736842105263
Sangir Islands,125.5,3.6,fishing,0.05405405405405406
"Santa-Cruz, Reef islands",166.0,-11.0,fishing,0.12
"Santali,Turi",87.0,24.0,fishing,0.02702702702702703
Santee,-92.5,45.0,fishing,0.02631578947368421
Sanye,39.9,-3.0,fishing,0.0
Sara,18.0,10.0,fishing,0.022727272727272728
"Sardinia, Corsica",9.0,40.0,fishing,0.02577319587628866
Sarikoli,75.8,36.8,fishing,0.014084507042253521
Sarsi,-116.0,52.5,fishing,0.017241379310344827
Saudia,44.0,24.0,fishing,0.009900990099009901
Scotland,-4.0,57.0,fishing,0.05847953216374269
Selknam,-68.5,-54.5,fishing,0.0
"Semang,Senoi",102.0,5.0,fishing,0.057971014492753624
Senufo,-5.5,10.5,fishing,0.0
Sepik-Ramu Papuans,143.0,-4.3,fishing,0.11538461538461539
Serbs,20.5,44.0,fishing,0.0456140350877193
Seri,-112.5,29.0,fishing,0.0
Serrano,-117.0,34.7,fishing,0.0
Setu,27.35,57.5,fishing,0.03910614525139665
"Shan,Khampti,Ahom",98.0,22.0,fishing,0.03571428571428571
"Shasta,Chimariko",-122.8,42.0,fishing,0.05970149253731343
Shavante,-51.7,-14.0,fishing,0.037037037037037035
Shawnee,-83.0,40.0,fishing,0.0
Sherente,-48.0,-10.5,fishing,0.058823529411764705
Sheta,-51.5,-25.5,fishing,0.0
Shipaya,-54.0,-4.5,fishing,0.05102040816326531
Shipibo-Conibo,-75.0,-7.0,fishing,0.08571428571428572
Shona,31.0,-18.0,fishing,0.024096385542168676
Shor,88.5,53.0,fishing,0.02830188679245283
"Shuar,Achuar,Huambiza",-77.0,-3.0,fishing,0.06172839506172839
"Shughni,Rushani,Khufi,Bartangi",72.0,38.0,fishing,0.019867549668874173
Shuswap,-120.0,52.0,fishing,0.05747126436781609
Siberian Tatars,80.0,54.0,fishing,0.044444444444444446
Sicilia,14.0,37.5,fishing,0.03125
Sicuani,-69.0,5.0,fishing,0.09316770186335403
Sierra Miwok,-121.0,37.8,fishing,0.017543859649122806
Sindhi,68.5,25.5,fishing,0.03508771929824561
Sinhalese,80.5,7.5,fishing,0.019704433497536946
"Siona,Coreguaje",-75.5,0.5,fishing,0.046875
Siriono,-65.0,-14.0,fishing,0.0
"Slavey, Dogrib",-119.0,62.0,fishing,0.0
Slovakians,19.5,48.7,fishing,0.050359712230215826
Slovenians,14.0,46.0,fishing,0.03139013452914798
Soconuzco Mestizos; Cotzumalguapa,-92.4,14.5,fishing,0.09090909090909091
Soko,24.0,1.0,fishing,0.0
Somali,46.0,4.0,fishing,0.0
Songe,25.5,-5.5,fishing,0.03571428571428571
Songhai,0.0,16.5,fishing,0.012345679012345678
Soninke,-12.2,14.4,fishing,0.0
Soqotri,53.8,12.4,fishing,0.0
Sora,85.0,19.5,fishing,0.03333333333333333
Sorbs,14.4,51.5,fishing,0.02564102564102564
"Sotho, Tswana",26.5,-27.5,fishing,0.013888888888888888
Southern Australia,134.0,-32.0,fishing,0.0
Southern Gur,-4.0,11.0,fishing,0.02564102564102564
Southern Luzon,120.7,14.0,fishing,0.0
Southern Paiute,-114.0,37.0,fishing,0.01098901098901099
Southern Sel'kup,116.0,58.5,fishing,0.03870967741935484
Southern Solomons,161.0,-9.5,fishing,0.06666666666666667
Southern Vanuatu,169.5,-19.4,fishing,0.125
Spanish,-4.5,39.3,fishing,0.02577319587628866
St.Lawrence Eskimo,-170.0,63.0,fishing,0.044444444444444446
Stavropol Turkmen,43.0,45.0,fishing,0.01694915254237288
"Stieng,Chrau,Sre",107.0,11.5,fishing,0.03333333333333333
"Sukuma,Gusii,Kumbi",33.0,-3.0,fishing,0.0
"Sulu, Mapun",120.0,6.0,fishing,0.2727272727272727
Sumba,120.0,-9.0,fishing,0.0
Sumbawa,118.0,-9.0,fishing,0.0
Sumer,46.5,31.5,fishing,0.0
"Surui,Zoro,Arua,Cinta Larga",-61.0,-11.0,fishing,0.047619047619047616
Susu,-13.5,9.8,fishing,0.0
"Suya,Txukarramae",-52.0,-13.0,fishing,0.11428571428571428
Svan,42.8,42.8,fishing,0.058823529411764705
Swahili,40.0,-5.0,fishing,0.00980392156862745
Swampy Cree (Eastern),-84.0,54.0,fishing,0.038461538461538464
Swampy Cree (Western),-94.0,58.0,fishing,0.02127659574468085
Swedes,16.0,59.0,fishing,0.046822742474916385
Sym Evenki,88.5,60.5,fishing,0.033707865168539325
Tabasaran; Aghul,47.8,41.95,fishing,0.02127659574468085
Tacana,-68.0,-14.0,fishing,0.06837606837606838
Tagish,-134.0,60.0,fishing,0.06569343065693431
"Tahiti, Society islands",-152.0,-17.0,fishing,0.075
Tahltan,-129.5,57.5,fishing,0.08148148148148149
"Tai,Zhuang,Nung,Kho",105.5,22.5,fishing,0.020618556701030927
Taino,-77.0,21.0,fishing,0.25
Tajik,69.5,38.0,fishing,0.024054982817869417
Takelma,-123.5,42.4,fishing,0.037037037037037035
Talysh,48.5,38.0,fishing,0.06666666666666667
Tamil,79.0,12.0,fishing,0.017241379310344827
Tanana,-147.5,64.5,fishing,0.07142857142857142
Tapirape,-51.5,-12.5,fishing,0.0
"Tarahumara,Warihio",-107.6,27.5,fishing,0.05555555555555555
Tarascan,-102.0,19.0,fishing,0.0625
Tariana,-69.5,1.0,fishing,0.11428571428571428
Tasmania,146.5,-42.0,fishing,0.0
Tats,48.4,41.0,fishing,0.031746031746031744
"Tawang,Miji,Aka,Sherdukpen",94.5,27.2,fishing,0.058823529411764705
Teda,21.0,18.0,fishing,0.0
Tehuelche,-69.0,-47.0,fishing,0.017241379310344827
"Telugu, Chenchu",79.5,16.0,fishing,0.017857142857142856
Temne,-12.5,8.5,fishing,0.0
"Tenda, Biafada, Nalu",-13.5,12.5,fishing,0.019230769230769232
Tenetehara,-48.0,-3.0,fishing,0.09411764705882353
"Tepecano,Tepehuan",-104.0,23.0,fishing,0.0
Tequstlatec,-95.8,16.6,fishing,0.0
Terena,-57.0,-19.5,fishing,0.125
Teton,-102.0,44.0,fishing,0.03636363636363636
Thai (Thailand),101.0,15.0,fishing,0.043478260869565216
Thompson,-121.2,50.0,fishing,0.05913978494623656
Tibetans (U-Tsang),92.0,31.0,fishing,0.019230769230769232
Tibetans: Amdo,98.0,36.0,fishing,0.007936507936507936
Tibetans: Kham,97.0,30.0,fishing,0.0392156862745098
Tibetans: Ladakh,77.34,34.1,fishing,0.1111111111111111
Ticuna,-70.5,-4.0,fishing,0.1
"Tigre, Tigrigna",39.0,15.0,fishing,0.0
Tillamook,-124.0,45.5,fishing,0.0
"Timor,Leti,Lomblen",125.5,-9.0,fishing,0.03787878787878788
"Tiv,Jukun,Mbete,Wute,Ekoi",10.0,7.0,fishing,0.00909090909090909
"Tiwa,Tewa,Towa",-106.5,35.0,fishing,0.007352941176470588
"Tjam,Ede,Jarai",108.5,13.0,fishing,0.014705882352941176
Tlapanec; Popoloca,-99.0,17.5,fishing,0.0
Tlingit,-136.0,58.0,fishing,0.07731958762886598
Toba,-59.0,-26.0,fishing,0.07194244604316546
"Toda,Kota,Pulaya,Nayar,Kadar",76.5,10.0,fishing,0.045454545454545456
Tofa,99.0,53.0,fishing,0.04395604395604396
Tokelau,-172.0,-9.5,fishing,0.1111111111111111
Tonga,-174.0,-20.5,fishing,0.034482758620689655
"Tonga, Ndebele",32.0,-23.0,fishing,0.0
Tonkawa,-97.0,30.0,fishing,0.09090909090909091
"Toradja, Mori",122.0,-3.0,fishing,0.0472972972972973
Torres Strait Islands,142.5,-10.0,fishing,0.0
Torricelli Papuans,142.5,-3.7,fishing,0.13924050632911392
"Totonac, Tepehua",-97.0,20.0,fishing,0.057692307692307696
Trans New Guinea East,143.0,-7.0,fishing,0.060810810810810814
Trans New Guinea West,137.0,-4.0,fishing,0.05952380952380952
Trio,-56.0,2.0,fishing,0.11538461538461539
Truk district,151.0,6.0,fishing,0.058823529411764705
Trumai,-53.5,-13.5,fishing,0.0
Tsamai,37.0,5.5,fishing,0.0
Tseltal,-92.6,16.5,fishing,0.0
Tsetsot,-129.8,55.5,fishing,0.06060606060606061
Tsimshian,-129.0,54.5,fishing,0.08108108108108109
"Tsonga,Soli,Sala,Lenje",28.0,-17.0,fishing,0.0
Tuamotu,-141.0,-17.0,fishing,0.07894736842105263
Tuareg,5.0,21.0,fishing,0.02040816326530612
Tubatulabal,-118.2,36.0,fishing,0.0
Tundra Nenets,67.0,68.0,fishing,0.05128205128205128
Tunebo,-72.3,6.8,fishing,0.0
Tunica,-91.2,32.8,fishing,0.0
Tunisia Arabs,10.0,36.5,fishing,0.013333333333333334
Tunisia Berber,9.5,33.3,fishing,0.04
"Tupari,Makurap,Ajuru",-64.0,-13.0,fishing,0.0625
Tupinamba,-42.2,-23.0,fishing,0.10526315789473684
"Turkana, Toposa",36.8,2.8,fishing,0.0
Turkmen,60.0,39.0,fishing,0.03553299492385787
Turks,34.0,38.0,fishing,0.03579952267303103
Tuscarora,-77.0,36.0,fishing,0.08333333333333333
Tutchone,-137.5,61.8,fishing,0.041237113402061855
Tuvalu (Ellice),173.8,-7.5,fishing,0.03225806451612903
Tuvinians,94.0,51.0,fishing,0.0311284046692607
Tuvinians South Altai,88.5,48.7,fishing,0.007874015748031496
Twana,-123.3,47.6,fishing,0.02702702702702703
Tzotzil,-93.0,17.0,fishing,0.030303030303030304
Tzutujil,-91.7,14.5,fishing,0.12
"Uanano,Tucano proper,Arapaso",-69.0,-0.2,fishing,0.022222222222222223
Udihe,134.5,45.0,fishing,0.055865921787709494
Udin,47.5,41.0,fishing,0.037037037037037035
Udmurt,52.5,57.5,fishing,0.02608695652173913
Uduk,35.4,5.5,fishing,0.0
"Ugarit, Phoenicia",35.0,33.0,fishing,0.045454545454545456
Uilta,142.0,51.0,fishing,0.02631578947368421
Ukrainians,29.0,49.0,fishing,0.034013605442176874
"Ulithi, Ngulu",138.5,10.5,fishing,0.046511627906976744
Umotina,-58.5,-16.0,fishing,0.1
"Umpqua,Coquille,Tututni",-124.5,42.5,fishing,0.0392156862745098
Upper Chinook,-122.0,45.6,fishing,0.059782608695652176
"Upper Tanana,Tanacross",-142.0,64.0,fishing,0.0392156862745098
Urarina,-75.7,-4.2,fishing,0.1111111111111111
Urubu-Kaapor,-45.0,-3.0,fishing,0.10526315789473684
Ute,-109.0,39.0,fishing,0.023255813953488372
Uyghur,86.0,41.0,fishing,0.011834319526627219
Uzbek,66.0,39.0,fishing,0.02564102564102564
"Vai, Kone",-11.5,7.0,fishing,0.027777777777777776
Vepsians,35.5,60.5,fishing,0.031914893617021274
Veracruz Nahuatl,-94.0,17.8,fishing,0.08333333333333333
Viets,107.5,20.7,fishing,0.024242424242424242
Vilela,-64.5,-24.5,fishing,0.25
Volga (Kazan) Tatars,51.0,55.0,fishing,0.030726256983240222
"Wa, Bulang",99.5,23.0,fishing,0.0
"Wahki,Ishkashimi,Munji",73.0,37.0,fishing,0.03305785123966942
Waiwai,-58.0,-0.5,fishing,0.18333333333333332
"Walapai,Havasupai,Yavapai",-113.0,34.5,fishing,0.0
Wales,-4.0,52.0,fishing,0.03571428571428571
"Wallis, Futuna",-178.0,-13.0,fishing,0.125
Waorani,-77.0,-1.1,fishing,0.05
Wapishana,-59.0,3.0,fishing,0.10112359550561797
Wappo,-122.5,38.2,fishing,0.0
Warao,-61.5,9.0,fishing,0.07784431137724551
Warli,73.0,20.2,fishing,0.0
Washo,-120.0,39.0,fishing,0.0
"Waura,Mehinaku",-54.0,-13.0,fishing,0.056179775280898875
"Wayampi, Emerillon",-52.0,3.0,fishing,0.08108108108108109
"Wayana, Aparai",-54.0,3.0,fishing,0.06611570247933884
West Greenland Eskimo,-53.0,67.0,fishing,0.03296703296703297
Western Apache,-110.5,33.5,fishing,0.009708737864077669
Western Australia,117.0,-27.0,fishing,0.05555555555555555
Western Evenki,100.0,64.0,fishing,0.061855670103092786
Western Keres,-108.0,35.0,fishing,0.0
Western Sahaptin,-120.5,46.0,fishing,0.04242424242424243
Western Sahara & Mauritania,-16.0,21.0,fishing,0.020833333333333332
Western Sami,18.0,66.0,fishing,0.06167400881057269
"Western Shoshoni,Gosiute",-115.0,40.0,fishing,0.022222222222222223
Western Wood Cree,-112.0,56.0,fishing,0.0
Wichita,-97.0,33.0,fishing,0.03508771929824561
Winnebago,-89.0,44.0,fishing,0.031914893617021274
Wintu,-122.5,39.5,fishing,0.024193548387096774
"Witoto,Ocaina",-73.0,-2.0,fishing,0.024390243902439025
Wiyot,-124.2,40.5,fishing,0.10810810810810811
Wotians,28.5,59.8,fishing,0.04
Xhosa,26.5,-32.5,fishing,0.0
Yabarana,-66.3,5.5,fishing,0.11764705882352941
Yaghnobi,69.0,39.3,fishing,0.0
Yagua,-71.5,-3.0,fishing,0.08888888888888889
Yaka,17.0,-7.0,fishing,0.0
Yakut,127.0,65.0,fishing,0.04067796610169491
Yamana,-71.0,-55.0,fishing,0.09302325581395349
"Yambasa, Banen",11.0,4.4,fishing,0.03333333333333333
Yami,121.5,22.0,fishing,0.07692307692307693
Yana,-122.0,40.3,fishing,0.041666666666666664
Yankton,-98.0,45.5,fishing,0.045454545454545456
Yanomamo,-64.5,2.0,fishing,0.08653846153846154
"Yao, Macua",37.5,-12.5,fishing,0.037037037037037035
Yap,138.6,9.31,fishing,0.07692307692307693
"Yaqui,Mayo,Sinaloa",-109.0,26.5,fishing,0.03333333333333333
Yaruro,-69.0,6.0,fishing,0.07142857142857142
Yava,110.0,-8.0,fishing,0.049019607843137254
Yazguliami,71.6,38.4,fishing,0.03225806451612903
Yellowknife,-110.0,65.0,fishing,0.09090909090909091
Yemen,46.0,14.0,fishing,0.015873015873015872
Yogur,100.0,39.0,fishing,0.0196078431372549
Yokuts,-120.0,36.5,fishing,0.0
"Yoruba,Nupe,Bini",4.5,8.0,fishing,0.011235955056179775
"Yucatec, Itza",-88.5,20.0,fishing,0.08064516129032258
Yuchi,-81.5,30.5,fishing,0.08163265306122448
"Yucuna, Kabiyari",-70.0,-1.0,fishing,0.07476635514018691
Yukaghir,154.0,67.0,fishing,0.06857142857142857
Yuki,-123.0,39.5,fishing,0.0
Yukpa,-76.0,9.5,fishing,0.06976744186046512
"Yuma,Mohave,Maricopa",-114.6,33.0,fishing,0.024096385542168676
Yuracare,-67.0,-17.0,fishing,0.0
Yurok,-124.0,41.5,fishing,0.06363636363636363
Zaghawa,22.0,16.0,fishing,0.0
"Zande,Nzakara",25.0,4.5,fishing,0.057692307692307696
Zaparo,-75.0,-2.5,fishing,0.0
"Zapotec,Chatino",-96.5,16.5,fishing,0.023809523809523808
Zoque,-92.5,16.5,fishing,0.03636363636363636
"Zulu,Swasi",30.5,-28.5,fishing,0.05555555555555555
Zuni,-109.0,35.0,fishing,0.018691588785046728
Abaza (Abazins),42.0,44.2,hunting,0.23369565217391305
"Abenaki,Penobscot",-70.5,44.5,hunting,0.203125
Abkhaz,40.8,43.2,hunting,0.16065573770491803
"Abor,Gallong,Tani",95.0,28.5,hunting,0.08695652173913043
Aceh,95.6,5.3,hunting,0.08333333333333333
Ache,-55.5,-25.0,hunting,0.0
Achomavi,-120.5,40.14,hunting,0.16666666666666666
"Acoli,Alur,Lango",32.5,2.7,hunting,0.044444444444444446
Admiralty islands,147.0,-2.0,hunting,0.05714285714285714
"Adyghe, Kabardin",42.5,44.0,hunting,0.16954022988505746
Aguaruna,-78.5,-5.0,hunting,0.1391304347826087
Aimara,-69.0,-16.5,hunting,0.07692307692307693
Ainu,143.0,43.0,hunting,0.125
"Aka,Baka a.o.Western Pygmies",17.0,2.0,hunting,0.1568627450980392
"Akan,Ashanti,Akwapim,Tvi",-1.5,6.5,hunting,0.1625
Akawai,-60.0,7.0,hunting,0.0967741935483871
"Akkad,Assyria,Babylon",44.0,33.0,hunting,0.0975609756097561
"Akposo,Akebu,Santrokofi",0.5,7.0,hunting,0.13636363636363635
Akuriyo,-55.4,3.2,hunting,0.18181818181818182
"Alabama,Koasati",-87.0,32.0,hunting,0.11570247933884298
Albanians,20.0,41.5,hunting,0.1487603305785124
Aleut,-170.0,54.0,hunting,0.16129032258064516
Algeria Arabs,2.0,35.0,hunting,0.15021459227467812
Algonkian proper,-77.0,47.0,hunting,0.17142857142857143
"Alor, Solor",124.0,-8.3,hunting,0.08823529411764706
Alsea,-123.9,44.5,hunting,0.16216216216216217
"Altai-Kiji, Telengit",88.0,50.0,hunting,0.14396887159533073
Amhara,38.0,11.5,hunting,0.125
Ami,121.35,23.4,hunting,0.030303030303030304
Amuesha,-75.5,-9.5,hunting,0.10526315789473684
Anambe,-49.5,-2.5,hunting,0.4
Ancient China,110.0,34.0,hunting,0.10714285714285714
Ancient Egypt,30.7,27.5,hunting,0.10416666666666667
Ancient Greece,24.0,37.5,hunting,0.08571428571428572
Ancient Italy,13.5,42.0,hunting,0.07317073170731707
Andaman,92.5,12.0,hunting,0.13333333333333333
Andoque,-73.5,-0.5,hunting,0.03636363636363636
"Anuak, Shilluk",33.5,7.5,hunting,0.09090909090909091
Apinaye,-48.0,-6.0,hunting,0.058823529411764705
Arabs of Sudan,30.0,15.0,hunting,0.14482758620689656
Arabs: Egypt,31.0,31.0,hunting,0.18835616438356165
Arabs: Iraq,46.0,32.0,hunting,0.16216216216216217
Arabs: Libya,17.0,30.0,hunting,0.18181818181818182
"Arabs: Palestine,Syria,Lebanon",36.5,34.0,hunting,0.1657142857142857
Aragon,0.0,42.2,hunting,0.08421052631578947
Aramaic (Syrians),36.5,33.5,hunting,0.11504424778761062
Arapaho,-103.0,40.0,hunting,0.17763157894736842
Arikara,-100.5,45.0,hunting,0.19090909090909092
Armenians,43.5,40.5,hunting,0.17042606516290726
Arnham Land,133.0,-14.0,hunting,0.10606060606060606
Ashaninca,-74.4,-11.5,hunting,0.08620689655172414
AsiaticEskimo,-173.0,65.0,hunting,0.171875
Assamese,91.0,25.0,hunting,0.19230769230769232
Assiniboine,-104.5,50.0,hunting,0.15976331360946747
Astrakhan Tatars and Nogai,47.5,47.0,hunting,0.1111111111111111
"Asurini,Paracana.",-51.5,-5.0,hunting,0.13333333333333333
Atacameno,-70.0,-23.5,hunting,0.0
"Atayal,Sedeq,Saisiyat",121.4,24.4,hunting,0.03278688524590164
Athna,-145.0,62.0,hunting,0.20588235294117646
Atsugevi,-121.0,40.08,hunting,0.06451612903225806
Attikamek,-74.0,47.5,hunting,0.07692307692307693
"Avar,Andi,Akhvakh",46.7,42.4,hunting,0.16738197424892703
Avesta; Pekhlevi texts,61.0,36.0,hunting,0.09090909090909091
Ayacucho dep.,-74.3,-14.0,hunting,0.125
Ayoreo,-60.0,-20.0,hunting,0.11363636363636363
Azerbaijan,48.0,39.0,hunting,0.16838487972508592
Aztec,-99.0,19.5,hunting,0.058823529411764705
Baffin Land Eskimo,-66.0,65.0,hunting,0.15942028985507245
"Baiga,Bhuiya,Bhumiya",81.0,23.0,hunting,0.078125
Baikal Evenki,115.0,55.0,hunting,0.18674698795180722
Bakairi,-55.0,-14.0,hunting,0.15151515151515152
Balahi,76.5,21.8,hunting,0.06666666666666667
"Balantak,Loinang,Banggai",122.5,-1.0,hunting,0.05555555555555555
"Bali, Lombok",115.0,-9.0,hunting,0.11267605633802817
Baluch,63.0,28.0,hunting,0.22916666666666666
"Banda,Gbaya,Ngbandi,Manja",20.0,7.0,hunting,0.11764705882352941
"Banhar,Moi,Sedang",108.5,16.0,hunting,0.14814814814814814
"Baniwa, Bare, Piapoco",-68.5,1.5,hunting,0.08602150537634409
"Banks, Torres islands",167.5,-13.0,hunting,0.22580645161290322
Bannock,-112.0,43.0,hunting,0.0
"Barasana,Taibano,Makuna",-70.4,0.2,hunting,0.10869565217391304
Bari,-73.0,9.5,hunting,0.10526315789473684
"Bari, Kakwa",31.0,5.5,hunting,0.07142857142857142
Bashkir,57.0,54.0,hunting,0.15046296296296297
Basque,-1.5,43.0,hunting,0.1324200913242009
Batak; Gayo,98.9,2.3,hunting,0.08928571428571429
"Baule, Nzema, Agni",-4.0,7.5,hunting,0.05970149253731343
Beaver,-120.0,57.0,hunting,0.1320754716981132
Bedja,36.5,19.5,hunting,0.16666666666666666
Bella Coola,-127.0,51.8,hunting,0.10674157303370786
"Bemba,Kaonde,Lamba",28.0,-11.5,hunting,0.08433734939759036
Bengali,89.0,23.0,hunting,0.17073170731707318
"Berber (Morocco,SW Algeria)",-5.0,35.0,hunting,0.1404494382022472
Bering Strait Inupiat,-166.0,65.5,hunting,0.16831683168316833
"Bhil, Barela-Bhilala",74.4,23.4,hunting,0.17142857142857143
Bilin,38.0,15.5,hunting,0.043478260869565216
Biloxi,-89.0,30.5,hunting,0.12903225806451613
Biu-Mandara,13.0,10.0,hunting,0.08235294117647059
Blackfoot,-112.5,51.0,hunting,0.20652173913043478
"Boa,Komo,Nyanga",27.0,0.0,hunting,0.23809523809523808
Bobo,-4.5,11.5,hunting,0.38461538461538464
"Bole, Tangale",10.8,10.3,hunting,0.17142857142857143
"Bondo,Didayi,Gutob",82.18,18.25,hunting,0.03076923076923077
Bongo,28.0,7.5,hunting,0.0
Bora,-72.0,-2.5,hunting,0.08695652173913043
Bororo,-54.0,-15.5,hunting,0.08571428571428572
Boruca,-83.3,8.9,hunting,0.0
Bosnia Muslims,18.0,44.0,hunting,0.17592592592592593
Botocudo,-41.0,-17.0,hunting,0.10810810810810811
"Bozo,Sorko",-5.0,14.0,hunting,0.16666666666666666
Brahui,66.0,29.0,hunting,0.0
Bretagne,-4.0,48.5,hunting,0.1276595744680851
"Bribri,Cabecar",-83.4,9.5,hunting,0.11594202898550725
Buduma,14.4,12.8,hunting,0.0
"Bugi, Macassar",119.7,-5.0,hunting,0.125
"Buka, Bougenville",155.0,-6.0,hunting,0.14814814814814814
Bukhara Arabs,64.5,39.8,hunting,0.25
Bulgarians,25.0,42.5,hunting,0.12035398230088495
Bunak,125.2,-9.3,hunting,0.23076923076923078
"Bunun,Tsou,Kanabu",121.0,23.4,hunting,0.0392156862745098
"Burmese,Intha,Arakan",95.0,20.0,hunting,0.1484375
Burusho,75.0,36.6,hunting,0.10714285714285714
Buryat,107.0,52.0,hunting,0.16138328530259366
Bushmen,20.0,-26.0,hunting,0.08333333333333333
Byelorussians,27.0,53.0,hunting,0.14814814814814814
Caddo,-95.0,33.0,hunting,0.12345679012345678
Caduveo,-57.0,-22.0,hunting,0.058823529411764705
"Cahuilla, Cupeno",-116.0,34.0,hunting,0.14893617021276595
Candoshi,-77.0,-4.0,hunting,0.05555555555555555
Caribou,-97.0,65.0,hunting,0.19148936170212766
Carijona,-72.0,0.0,hunting,0.07894736842105263
Carrier,-123.0,53.5,hunting,0.1464968152866242
Cashibo,-75.5,-8.8,hunting,0.0
"Cashinahua,Mayoruna",-72.5,-8.0,hunting,0.1111111111111111
Catalonia,2.0,41.3,hunting,0.1419141914191419
Catawba,-79.5,36.0,hunting,0.19047619047619047
Cayapa (Chachi),-79.0,1.0,hunting,0.0
Cayapo,-51.0,-8.0,hunting,0.1523809523809524
Central Australia,133.0,-23.5,hunting,0.0975609756097561
Central Philippines,122.5,12.0,hunting,0.08620689655172414
Central Solomons,157.0,-8.0,hunting,0.15555555555555556
Central Vanuatu,167.5,-15.0,hunting,0.06666666666666667
Central Yupiq,-160.0,60.0,hunting,0.1958762886597938
Ceram,128.0,-3.3,hunting,0.06666666666666667
Chacobo,-66.0,-12.0,hunting,0.08333333333333333
"Chagga, Digo",38.0,-4.0,hunting,0.08771929824561403
Chamacoco,-59.0,-21.0,hunting,0.09090909090909091
Chamorro,145.5,15.0,hunting,0.14285714285714285
Chayahuita,-77.0,-5.8,hunting,0.07692307692307693
Chechen,46.0,43.0,hunting,0.11206896551724138
"Chehalis, Cowlitz",-123.5,47.0,hunting,0.09876543209876543
"Chelan, Wenatchi",-120.0,47.5,hunting,0.3333333333333333
Chemehuevi,-115.3,34.7,hunting,0.22388059701492538
Chero,87.0,22.5,hunting,0.0
Cherokee,-83.5,35.0,hunting,0.12878787878787878
Cheyenne,-104.0,43.0,hunting,0.16304347826086957
Chilcotin,-124.0,52.0,hunting,0.14423076923076922
Chimila,-74.5,9.5,hunting,0.0
"Chin,Kuki,Lakher,Mizo,Lushei",93.0,23.0,hunting,0.11214953271028037
"Chin-Naga(Rengma,Ao,Angami etc",95.0,26.0,hunting,0.05755395683453238
"Chinantec,Mazatec",-97.5,17.0,hunting,0.07766990291262135
Chinese folklore,112.0,32.0,hunting,0.13942307692307693
Chipaya,-67.0,-18.5,hunting,0.06666666666666667
Chipewyan,-106.0,60.0,hunting,0.14444444444444443
Chiricahua Apache,-108.0,33.0,hunting,0.14864864864864866
Chiriguano,-64.0,-17.0,hunting,0.13008130081300814
Chitimacha,-89.9,28.5,hunting,0.0
Choco,-77.0,7.0,hunting,0.08
"Choktaw,Chichasaw",-88.5,33.0,hunting,0.045454545454545456
"Chokwe,Luchazi",22.0,-12.0,hunting,0.2222222222222222
Chol,-91.5,17.7,hunting,0.06521739130434782
Chontal,-93.0,18.0,hunting,0.047619047619047616
Chorote,-62.0,-21.5,hunting,0.13978494623655913
Chorti,-89.0,15.2,hunting,0.07317073170731707
Chugach,-148.0,60.2,hunting,0.14583333333333334
Chukchi,-179.0,67.0,hunting,0.16666666666666666
Chulym Turks,86.0,57.0,hunting,0.1346153846153846
Chumash,-120.0,34.5,hunting,0.0967741935483871
"Chuvans, Markovo",170.0,64.5,hunting,0.26
Chuvash,47.5,55.0,hunting,0.1377049180327869
Coast Miwok,-122.8,38.0,hunting,0.21875
Cocopa,-115.0,32.2,hunting,0.18181818181818182
Cofan,-77.0,0.30000000000000004,hunting,0.12162162162162163
Colorado (Tsachila),-79.0,-0.4,hunting,0.13432835820895522
Comanche,-102.0,32.0,hunting,0.17647058823529413
