group,longitude,latitude,concept,share
Comoros Islands,44.0,-12.0,hunting,0.03571428571428571
"Comox,Pentlatch",-125.0,50.0,hunting,0.07216494845360824
Cook Islands northern,-160.0,-10.0,hunting,0.0
Cook Islands southern,-158.3,-20.0,hunting,0.04
Coos,-124.2,43.4,hunting,0.17525773195876287
Copper Eskimo,-108.0,68.5,hunting,0.16666666666666666
Cora,-104.8,22.0,hunting,0.045454545454545456
"Creek, Seminole",-86.0,33.0,hunting,0.1326530612244898
Crenye,-45.0,-4.0,hunting,0.0
Crimea Tatars,34.0,45.0,hunting,0.0970873786407767
Croatians,15.5,44.5,hunting,0.17297297297297298
Crow,-109.0,47.0,hunting,0.19083969465648856
Cuba Mestizos,-71.0,18.5,hunting,0.0
Cubeo,-70.4,1.3,hunting,0.05263157894736842
Cuiva,-72.0,8.0,hunting,0.02631578947368421
"Culina,Araua,Apurina",-71.0,-11.0,hunting,0.12
Cyprus Greeks,33.0,34.8,hunting,0.0
Czech,15.0,49.8,hunting,0.13194444444444445
Daghur,125.0,50.5,hunting,0.1504424778761062
"Dan,Guro,Mano,Sapa,Ngere",-7.0,9.0,hunting,0.16901408450704225
Danes,10.0,56.0,hunting,0.15185185185185185
Dards,74.5,35.8,hunting,0.16
Dargin (Dargwa),47.6,42.2,hunting,0.14772727272727273
Darkhad,100.0,51.0,hunting,0.17073170731707318
Dena'ina,-152.0,61.5,hunting,0.1797752808988764
"Desana,Siriano,Tatuyo,Bara",-70.0,0.30000000000000004,hunting,0.09803921568627451
Dhanwar,74.7,17.3,hunting,0.06666666666666667
"Dhoba,Ahir,Halba,Lohar,etc.",79.0,21.0,hunting,0.0
Dholuo,34.6,-0.2,hunting,0.13636363636363635
"Dido,Khvarshi,Hunzib",45.9,42.2,hunting,0.0967741935483871
Diegueno,-116.5,32.6,hunting,0.16
Dogon,-4.0,15.0,hunting,0.06382978723404255
Dolgan,102.0,71.5,hunting,0.10588235294117647
Dongxiang,103.0,36.0,hunting,0.13043478260869565
"Duala,Basa,Kwiri",10.0,5.0,hunting,0.14583333333333334
Dungan,107.0,37.0,hunting,0.25
Durango Nahua,-104.6,22.7,hunting,0.05
"Dutch, Flemish, Frisians",4.5,52.0,hunting,0.1625
Easter Island,-110.0,-27.0,hunting,0.07142857142857142
Eastern Cree,-75.0,52.0,hunting,0.11764705882352941
Eastern Keres,-107.0,35.5,hunting,0.09859154929577464
"Eastern Sami, incl. Skolts",33.0,68.0,hunting,0.16279069767441862
Eastern Shohone,-109.0,43.0,hunting,0.24
Eest Greenland Eskimo,-37.0,66.0,hunting,0.125
"Efik, Ibibio, Ikom",8.0,5.5,hunting,0.16666666666666666
Enets,83.0,71.0,hunting,0.1411764705882353
England,-1.0,52.5,hunting,0.13793103448275862
Ese'ejja,-68.5,-12.0,hunting,0.13793103448275862
Estonians,25.0,58.7,hunting,0.14583333333333334
Evenki of China,123.0,51.5,hunting,0.044444444444444446
Evens (Lamuts),144.0,63.0,hunting,0.12048192771084337
Ewe,1.0,6.0,hunting,0.08695652173913043
Eyak,-144.0,60.5,hunting,0.14754098360655737
"Fang,Bube,Bulu,Tanga",12.0,3.0,hunting,0.05154639175257732
Far East Evenki,132.0,54.0,hunting,0.15789473684210525
Fataluku,127.0,-8.4,hunting,0.0
Fiji,178.5,-17.5,hunting,0.047619047619047616
Finns,24.0,61.0,hunting,0.14942528735632185
"Fipa,Bende,Iramba",31.0,-7.0,hunting,0.08333333333333333
Five Nations Iroquois,-76.0,42.7,hunting,0.17391304347826086
Flathead,-113.5,47.5,hunting,0.13793103448275862
Flores,122.0,-9.0,hunting,0.0425531914893617
Fon,2.0,7.0,hunting,0.2608695652173913
Forest Nenets,73.0,64.0,hunting,0.14035087719298245
"Fox,Sauk,Kikapoo",-84.0,42.7,hunting,0.12403100775193798
French,2.0,47.0,hunting,0.12702078521939955
"Fulbe,Wolof,Serer",-13.0,11.0,hunting,0.07142857142857142
Gabrielino,-118.0,34.0,hunting,0.3333333333333333
Gagauz,28.7,46.2,hunting,0.16
"Ganda,Nyoro,Haya",31.5,0.0,hunting,0.11320754716981132
"Garo,Bodo,Hami,Riga",92.5,24.8,hunting,0.08571428571428572
Georgians,44.0,42.0,hunting,0.16598360655737704
Germans,10.0,51.0,hunting,0.14192139737991266
"Gilbert,Nauru,Banaba",177.0,-2.0,hunting,0.10144927536231885
"Gogo,Zaramo,Kaguru",38.0,-7.0,hunting,0.15463917525773196
Gola,-10.7,7.4,hunting,0.21428571428571427
Gondi,79.5,21.4,hunting,0.11214953271028037
Greeks (modern),23.0,39.0,hunting,0.12445414847161572
Gros Ventre,-109.0,50.0,hunting,0.18095238095238095
Guajiro,-72.0,12.0,hunting,0.10714285714285714
Guarani,-54.0,-25.5,hunting,0.14634146341463414
Guayabero,-73.0,2.2,hunting,0.058823529411764705
"Guaymi,Bocota",-82.5,8.5,hunting,0.047619047619047616
Gujarati,72.0,22.0,hunting,0.07407407407407407
Hadza,34.8,-3.6,hunting,0.047619047619047616
Haida,-132.0,53.0,hunting,0.0967741935483871
"Halcomelem,Sechelt,Squamish",-123.3,49.0,hunting,0.08035714285714286
Halmahera,128.4,1.0,hunting,0.25
Han,-142.0,62.8,hunting,0.14583333333333334
Hanty,75.0,61.0,hunting,0.18548387096774194
Harakmbet,-71.0,-12.0,hunting,0.08695652173913043
Hare,-125.0,67.0,hunting,0.13513513513513514
Hausa,7.0,12.0,hunting,0.13125
Hawaii,-157.0,21.0,hunting,0.08163265306122448
"Heiltsuk,Oowekeeno",-128.0,51.7,hunting,0.125
Herrero,18.0,-21.5,hunting,0.0
Hidatsa,-102.0,47.0,hunting,0.2
Highland Ecuador,-78.5,-1.0,hunting,0.07692307692307693
Highland Tajik,71.5,38.5,hunting,0.168
"Hindi, Chhattisgarhi",78.0,24.0,hunting,0.15725806451612903
Hitchiti,-85.0,31.5,hunting,0.05263157894736842
"Hittite, Hurrit",38.0,39.0,hunting,0.13333333333333333
Hixkaryana,-59.0,-1.0,hunting,0.1794871794871795
Hopi,-110.0,36.5,hunting,0.11904761904761904
Hoti,-65.5,5.5,hunting,0.0
Huastec,-98.0,21.5,hunting,0.02702702702702703
Huave,-94.7,16.4,hunting,0.0
Huichol,-104.5,22.5,hunting,0.0625
Hungarians,19.5,47.0,hunting,0.13784461152882205
"Hupa,Chilula",-123.5,41.0,hunting,0.043478260869565216
"Huron, Wyandot",-79.0,44.0,hunting,0.13636363636363635
Ica dep.,-75.0,-14.0,hunting,0.16666666666666666
"Ifaluk, Lamotrek, Satawal",144.0,6.5,hunting,0.11764705882352941
Igbo; Isoko,7.0,5.5,hunting,0.06779661016949153
Iglulik,-84.0,69.5,hunting,0.13186813186813187
Ijaw,6.5,5.0,hunting,0.08823529411764706
Ijka,-73.5,10.5,hunting,0.21428571428571427
Ila,27.0,-15.5,hunting,0.07894736842105263
"India, literary sources",78.0,26.0,hunting,0.10795454545454546
Ingalik,-160.0,62.0,hunting,0.21739130434782608
Ingrians,30.0,59.5,hunting,0.1875
Ingush,45.0,43.3,hunting,0.1701388888888889
Inland Tlingit,-132.0,60.0,hunting,0.14285714285714285
Iowa,-94.0,41.5,hunting,0.13761467889908258
Irakw,35.2,-4.5,hunting,0.21052631578947367
Iranxe,-57.5,-13.0,hunting,0.1568627450980392
Ireland,-8.0,53.0,hunting,0.1519434628975265
Island Caribs,-62.0,16.0,hunting,0.03225806451612903
Italians (continental),11.5,44.0,hunting,0.14841849148418493
"Itene,Wari,other Rondonia",-63.0,-11.0,hunting,0.12195121951219512
Japan,135.0,35.0,hunting,0.12781954887218044
Jicaque,-88.0,15.1,hunting,0.21875
Jicarilla Apache,-104.0,36.5,hunting,0.1484375
Juang,85.25,23.25,hunting,0.0
Juruna,-52.0,-7.0,hunting,0.1891891891891892
Kabyle,3.3,36.2,hunting,0.1611842105263158
Kachin,97.5,26.0,hunting,0.12
Kafirs,70.5,35.5,hunting,0.07692307692307693
"Kaingang, Xokleng",-50.0,-24.5,hunting,0.07407407407407407
"Kalapalo, Kuikuro",-54.5,-13.5,hunting,0.11267605633802817
Kalapuya,-123.0,44.6,hunting,0.12903225806451613
"Kalenjin,Nande,Arusha",35.0,1.0,hunting,0.16071428571428573
"Kalispel,Coeur d'Alene",-117.0,47.5,hunting,0.15454545454545454
Kalmyk,45.5,47.0,hunting,0.17269076305220885
Kamaiura,-54.0,-12.5,hunting,0.14423076923076922
Kamakan,-40.5,-14.5,hunting,0.15384615384615385
Kamba,39.0,-2.0,hunting,0.11538461538461539
Kamchadal,158.0,53.0,hunting,0.15942028985507245
Kamchatka Evens,158.6,55.7,hunting,0.23529411764705882
"Kamsa, Ingano",-77.0,1.0,hunting,0.0
Kanamari,-68.0,-7.0,hunting,0.058823529411764705
"Kanjobal,Chuj,Mocho",-92.0,16.0,hunting,0.1206896551724138
Kannada; Kuruba,76.5,13.5,hunting,0.2
Kanuri,13.0,13.0,hunting,0.16666666666666666
Kapingamarangi,154.5,1.4,hunting,0.09523809523809523
Kara Kalpak,60.0,43.0,hunting,0.14705882352941177
"Karachays, Balkar",42.0,44.0,hunting,0.1437308868501529
Karaja,-50.5,-10.5,hunting,0.13114754098360656
Karelians,32.0,62.0,hunting,0.14497041420118342
Karen,97.0,18.0,hunting,0.1590909090909091
"Karina, Galibi",-59.0,5.0,hunting,0.12857142857142856
Kariri,-40.3,-11.5,hunting,0.2222222222222222
Karok,-123.5,42.0,hunting,0.11956521739130435
Kashmiri,75.5,33.5,hunting,0.23076923076923078
Kashubians,18.0,54.3,hunting,0.125
Kaska,-129.0,60.5,hunting,0.14563106796116504
"Katawishi,Manao etc.",-62.0,-3.0,hunting,0.13333333333333333
"Katu, Bru",107.4,16.2,hunting,0.16666666666666666
Kawaiisu,-118.0,36.5,hunting,0.16129032258064516
Kaxuyana,-57.5,1.0,hunting,0.037037037037037035
Kayabi,-55.5,-12.0,hunting,0.13432835820895522
"Kayan,Kenya,Bahau,""Klemantan""",116.0,0.0,hunting,0.09090909090909091
Kazakh,69.0,48.0,hunting,0.17787418655097614
"Kechua: South Peru, Bolivia",-71.5,-14.0,hunting,0.06666666666666667
"Kei,Tanimbar,Babar,Watubela",132.5,-7.0,hunting,0.17857142857142858
Kekchi; Mopan,-89.8,16.5,hunting,0.0975609756097561
Kerek,178.0,62.6,hunting,0.15151515151515152
"Ket, Yug",88.0,66.0,hunting,0.21374045801526717
"Kete,Luba-Kasai,Kanioka",22.5,-7.0,hunting,0.1590909090909091
Khakas,90.0,53.5,hunting,0.14285714285714285
Kharia,86.1,21.4,hunting,0.10714285714285714
Khasi,92.0,25.0,hunting,0.06976744186046512
Khmer,104.0,13.0,hunting,0.16071428571428573
"Khmu, Puoc",102.0,20.0,hunting,0.07692307692307693
Khoikhoi,21.0,-32.0,hunting,0.17142857142857143
Khwarezm Uzbek,60.5,41.7,hunting,0.2
Kikuyu,37.0,-1.0,hunting,0.14516129032258066
Kiliwa,-115.4,31.0,hunting,0.3157894736842105
Kimberley Plateau,126.0,-16.0,hunting,0.0
Kiowa,-100.0,35.0,hunting,0.21951219512195122
Kiowa-Apache,-98.0,36.0,hunting,0.10909090909090909
"Kirati (Rai,Limbu,Newar)",87.0,27.2,hunting,0.1044776119402985
Kirghiz,75.0,41.5,hunting,0.17374517374517376
Kissi,-10.2,8.4,hunting,0.0
Kitanemuk,-117.3,35.0,hunting,0.10526315789473684
"Klallam,Lkungen",-123.7,48.1,hunting,0.0967741935483871
"Klamath, Modoc",-122.0,43.5,hunting,0.1504424778761062
Kodiak,-154.5,57.5,hunting,0.10606060606060606
Kogi,-74.0,11.0,hunting,0.07317073170731707
Kolchan,-155.0,62.5,hunting,0.1724137931034483
Komi,55.0,63.0,hunting,0.13409961685823754
"Konde,Matumbi,Pangwa",37.0,-9.0,hunting,0.09375
Konds (Khonds),84.0,20.8,hunting,0.10810810810810811
Kongo,14.0,-6.5,hunting,0.1415929203539823
Konkani,74.2,15.0,hunting,0.14285714285714285
Korea,127.5,38.0,hunting,0.14150943396226415
Korku,77.0,22.0,hunting,0.0
Koyukon,-154.0,65.6,hunting,0.14285714285714285
"Kpelle, Kono",-9.0,8.0,hunting,0.140625
Krache; Ga,0.0,8.0,hunting,0.1276595744680851
Kraho,-48.0,-8.3,hunting,0.11666666666666667
Kru,-8.0,6.0,hunting,0.11290322580645161
"Kuba,Dengese,Bushoongo,Yansi",21.5,-4.0,hunting,0.15
Kubu,103.5,-2.5,hunting,0.0
"Kumandin,Chelkan,Tubalar",86.0,52.0,hunting,0.14285714285714285
Kumaoni (Central Pahari),80.0,29.7,hunting,0.12857142857142856
Kumyk,47.2,43.0,hunting,0.16748768472906403
Kuna,-78.0,3.5,hunting,0.0898876404494382
Kunama,37.3,15.0,hunting,0.0
Kurd,46.0,35.0,hunting,0.16996047430830039
Kutchin,-141.0,68.0,hunting,0.1366906474820144
Kutenai,-116.0,50.0,hunting,0.17117117117117117
Kwakiutl,-127.3,51.0,hunting,0.13125
Labrador Eskimo,-70.0,59.0,hunting,0.19672131147540983
Lacandon,-91.5,17.2,hunting,0.043478260869565216
"Lahu,Sani,Hani,Nasu,Jino",102.0,23.0,hunting,0.10434782608695652
Lake Miwok,-122.7,38.5,hunting,0.0
Laks,47.1,42.1,hunting,0.08609271523178808
Lampung; S. Sumatra Malay,105.0,-5.0,hunting,0.36363636363636365
Lao,104.8,17.0,hunting,0.23076923076923078
"Lassik,Catho,Mattole",-124.0,40.5,hunting,0.2
Latvians,23.5,56.5,hunting,0.14316239316239315
"Lavrung,Jiarong,Qiang",103.0,31.5,hunting,0.13513513513513514
"Lega, Bangubangu",27.0,-3.0,hunting,0.16666666666666666
"Lele, Tobanga",16.0,9.5,hunting,0.0
Lenape,-74.5,40.5,hunting,0.1282051282051282
Lenca,-87.5,14.2,hunting,0.16666666666666666
"Lengua, Sanapana",-59.5,-24.0,hunting,0.05555555555555555
Lepcha,83.7,27.1,hunting,0.12605042016806722
"Letuama,Ufaina,Yahuna",-69.7,-0.6000000000000001,hunting,0.08333333333333333
"Lezgians,Kiurin; Archin",47.6,41.4,hunting,0.14124293785310735
"Li,Dong,Maonan",109.5,19.0,hunting,0.0
Lillooet,-122.8,50.5,hunting,0.07476635514018691
Lima dep.,-77.0,-11.8,hunting,0.13559322033898305
Limba,-11.8,9.5,hunting,0.09090909090909091
Lingala,19.0,2.0,hunting,0.0967741935483871
Lipan Apache,-100.0,30.0,hunting,0.16
"Lisu, Lolo,Yi,Achang",101.0,26.0,hunting,0.12403100775193798
Lithuanians,24.0,55.3,hunting,0.13485477178423236
Livonians,22.6,57.7,hunting,0.11173184357541899
Lobi,-3.4,10.5,hunting,0.16666666666666666
Locono,-57.0,6.0,hunting,0.1
Lower Amazon,-53.0,-2.0,hunting,0.14285714285714285
Lower Chinook,-123.0,46.0,hunting,0.07017543859649122
Loyalty,167.2,-21.0,hunting,0.1
"Lozi,Rotse,Lui,Subia",22.5,-15.0,hunting,0.08333333333333333
"Luba,Bena,Tabwa",26.0,-7.0,hunting,0.08536585365853659
"Luiseno, Juaneno",-117.5,33.5,hunting,0.15517241379310345
Lunda,23.0,-10.0,hunting,0.14285714285714285
"Luri, Bakhtiari",48.5,33.0,hunting,0.2222222222222222
Lushootseed,-122.0,48.0,hunting,0.1111111111111111
Luzon Negritos,123.0,14.0,hunting,0.05263157894736842
Maba,21.0,14.0,hunting,0.0
Macedonians,22.0,41.7,hunting,0.12554112554112554
Machiguenga,-72.9,-11.5,hunting,0.15384615384615385
Mackenzie Delta Eskimo,-135.0,69.5,hunting,0.30612244897959184
Macu,-68.0,-1.0,hunting,0.037037037037037035
Mahican,-73.5,42.5,hunting,0.25
Mai Huna (Coto),-74.0,-1.0,hunting,0.03278688524590164
Maidu,-121.5,39.0,hunting,0.1694915254237288
"Makaa, Kaka",14.0,4.0,hunting,0.0
Makiritare,-65.0,5.5,hunting,0.10588235294117647
Makka,-59.0,-23.5,hunting,0.15476190476190477
Makuxi,-59.6,4.5,hunting,0.10843373493975904
Malagasy,47.0,-19.0,hunting,0.0896551724137931
"Malawi,Wenda,Tumbuka,Nsenga",34.0,-15.0,hunting,0.08771929824561403
Malayali; Kannikaran,77.0,9.0,hunting,0.125
"Maliseet,Passamaquoddy",-67.5,46.5,hunting,0.15476190476190477
Maltese,14.2,36.0,hunting,0.12030075187969924
"Mam, Ixil",-92.5,15.5,hunting,0.07692307692307693
Manchu,127.0,45.5,hunting,0.16279069767441862
Mandan,-101.5,46.5,hunting,0.125
"Manden,Bamana,Malinke,Diula",-8.0,13.0,hunting,0.16666666666666666
Mangareva,-135.0,-23.0,hunting,0.1
"Mangbetu,Lugbara,Madi",29.0,3.0,hunting,0.07142857142857142
"Manjak,Balant,Papel,Felupe,Diola",-16.0,12.5,hunting,0.14285714285714285
Mansi,64.0,63.0,hunting,0.1608695652173913
"Maori,Moriori",175.0,-40.0,hunting,0.07575757575757576
Mapuche,-72.5,-39.0,hunting,0.1388888888888889
Marathi,75.0,20.0,hunting,0.12605042016806722
Mari,48.0,57.0,hunting,0.15846994535519127
Maritime Koryak (Alyutor),165.0,60.0,hunting,0.20224719101123595
Marquesas,-140.0,-9.0,hunting,0.08571428571428572
Marshal Islands,168.0,9.0,hunting,0.13333333333333333
Marubo,-72.5,-6.0,hunting,0.0
Masai,37.0,-5.0,hunting,0.12280701754385964
Massim district,154.0,-10.0,hunting,0.047619047619047616
Mataco,-63.0,-23.3,hunting,0.1328125
Mawe,-57.0,-3.5,hunting,0.07692307692307693
Maxakali,-42.0,-18.0,hunting,0.16666666666666666
"Mbum,Mundang",14.0,9.5,hunting,0.05263157894736842
"Mbundu, Owambo",17.5,-13.5,hunting,0.136986301369863
Mbuti & Efe Pigmies,29.5,1.0,hunting,0.034482758620689655
"Mehri,Jibbali,Harsusi",52.2,17.0,hunting,0.16129032258064516
"Mende,Bandi,Loma",-12.0,8.0,hunting,0.10714285714285714
Menomini,-88.5,45.5,hunting,0.12435233160621761
Mentawai,99.5,-2.5,hunting,0.07547169811320754
"Meo,Dao,Man (Vietnam,Laos)",103.0,19.0,hunting,0.12962962962962962
"Meriri, Pulo Anna",131.6,4.5,hunting,0.0
Mescalero Apache,-105.0,32.8,hunting,0.2222222222222222
"Miami, Illini",-87.5,40.0,hunting,0.10526315789473684
"Miao,Yao (South China)",109.0,25.0,hunting,0.10650887573964497
Micmac,-63.0,46.0,hunting,0.1885245901639344
Mikir,93.0,26.3,hunting,0.13333333333333333
Minahasa,125.0,1.0,hunting,0.2028985507246377
Minangkabau,101.5,-2.0,hunting,0.25
Mindanao,125.0,8.0,hunting,0.11009174311926606
"Mingrelians, Laz",42.3,42.3,hunting,0.25510204081632654
"Mixtec,Trique",-98.0,16.7,hunting,0.0625
Mocovi,-62.0,-27.5,hunting,0.11494252873563218
"Mojo,Manasi,etc.",-64.0,-16.0,hunting,0.08695652173913043
Mon,96.5,16.5,hunting,0.11764705882352941
Monache,-119.0,36.8,hunting,0.12121212121212122
"Mongo,Tetela,Kuba,Nkundu",22.0,-2.0,hunting,0.11627906976744186
Mongols (Inner Mongolia),108.0,40.0,hunting,0.1506849315068493
Mongols (Khalkha),107.0,49.0,hunting,0.14705882352941177
"Monguor,Shirongol",100.2,37.2,hunting,0.14772727272727273
Montagnais,-67.0,51.0,hunting,0.14130434782608695
Mordvins,45.0,53.0,hunting,0.10943396226415095
Morocco Arabs,-8.0,33.5,hunting,0.14795918367346939
"Moseten,Chimane",-67.5,-15.5,hunting,0.08695652173913043
"Mpongwe,Nkomi,Mindumu",12.0,-2.0,hunting,0.0784313725490196
Muisca,-73.5,5.3,hunting,0.0625
"Mundari,Ho,Asur,Birhor",85.3,22.5,hunting,0.1056338028169014
Mundurucu,-58.0,-11.0,hunting,0.11864406779661017
Mura,-60.0,-5.0,hunting,0.08333333333333333
"Muria,Maria,Pardhan",81.0,18.5,hunting,0.11347517730496454
"Murle, Me'en, Didinga",35.0,11.0,hunting,0.08333333333333333
"Murut,Dusun,Tombonuvo,Bajau",117.0,5.0,hunting,0.16666666666666666
Muslim Malay,103.3,2.3,hunting,0.05333333333333334
Mustang,84.0,28.5,hunting,0.28
"N.Britain,N.Ireland",152.0,-5.0,hunting,0.07352941176470588
Nambikwara,-59.0,-14.0,hunting,0.0958904109589041
"Namuzi, Naxi; Pumi",102.0,27.0,hunting,0.19047619047619047
Nanai,135.0,47.4,hunting,0.2025862068965517
"Napo,Kanelo",-76.0,-2.0,hunting,0.14906832298136646
Naskapi,-70.0,56.5,hunting,0.12903225806451613
Natchez,-91.4,31.4,hunting,0.13636363636363635
Navajo,-108.0,36.0,hunting,0.10810810810810811
Negidals,138.0,52.5,hunting,0.0898876404494382
Nepali; Tharu,83.0,28.0,hunting,0.18627450980392157
Netsilik,-97.0,68.5,hunting,0.14285714285714285
New Caledonia,164.5,-21.5,hunting,0.1111111111111111
Nez Perce,-117.0,46.0,hunting,0.09917355371900827
Ngaju,114.5,-3.0,hunting,0.125
Nganasan,94.0,72.0,hunting,0.13740458015267176
"Ngonde,Safwa.Mkulwe,Kinga",33.0,-9.0,hunting,0.05263157894736842
"Niamwesi,Sumbwa",33.0,-5.0,hunting,0.11764705882352941
"Nias,Simeulue",97.2,1.5,hunting,0.09375
Nicobar,93.0,7.5,hunting,0.0
Niue,-169.2,-19.1,hunting,0.045454545454545456
Nivakle,-60.5,-23.0,hunting,0.11428571428571428
Nivkh,141.5,53.0,hunting,0.13768115942028986
Nogai,46.0,44.5,hunting,0.12844036697247707
"Nootka,Makah",-125.5,49.0,hunting,0.12264150943396226
North Alaskan Inupiat,-161.0,68.0,hunting,0.1452513966480447
North New Guinea Melanesians,146.0,-6.0,hunting,0.06315789473684211
Northern Gur (Oti-Volta),-0.5,13.0,hunting,0.15
Northern Luzon,121.0,17.0,hunting,0.10416666666666667
Northern Naga (Konyak etc.),95.5,27.0,hunting,0.02040816326530612
Northern Ojibwa,-90.0,53.0,hunting,0.10526315789473684
Northern Paiute,-119.0,42.0,hunting,0.1357142857142857
Northern Peru: Costa,-79.8,-7.0,hunting,0.14285714285714285
Northern Peru: Sierra,-77.3,-8.5,hunting,0.07246376811594203
Northern Ryukyu; Awami Islands,130.0,30.0,hunting,0.25
Northern Saulteaux,-95.0,52.5,hunting,0.26666666666666666
Northern Sel'kup,82.0,64.7,hunting,0.18181818181818182
Northern Shoshone,-114.0,44.0,hunting,0.18072289156626506
NorthernFoothillsYokuts,-119.5,36.8,hunting,0.13333333333333333
"Norvegians, Faroe islanders",5.0,62.0,hunting,0.16838487972508592
Nuba,30.0,21.0,hunting,0.16455696202531644
"Nuer,Dinka",30.5,8.0,hunting,0.0
"Numfoor,Warope",135.0,-1.5,hunting,0.11764705882352941
Nunivak,-167.0,60.1,hunting,0.08823529411764706
Nyangi,33.0,3.0,hunting,0.0
"Nyaturu,Isanzu,Nilamba",34.8,-5.0,hunting,0.14814814814814814
Nyimang,30.8,12.3,hunting,0.0
Nyungwe (Tete),33.0,-16.7,hunting,0.15384615384615385
Oaxaca Mixe,-95.5,17.0,hunting,0.07142857142857142
Ofaie,-53.0,-22.0,hunting,0.17391304347826086
Ohlone,-122.0,36.8,hunting,0.1875
Oirat,92.0,49.0,hunting,0.11382113821138211
Ojibwa (Eastern),-80.0,47.0,hunting,0.1188118811881188
Ojibwa (Western),-89.0,48.0,hunting,0.14912280701754385
"Okanagon,Sanpoil",-118.5,49.0,hunting,0.10909090909090909
"Okinawa,Miyako,Yaeyama",127.5,26.5,hunting,0.1016949152542373
Olcha,140.2,52.3,hunting,0.13043478260869565
Old Testament,35.5,32.5,hunting,0.13513513513513514
"Omagua, Cocama",-64.5,-4.0,hunting,0.14285714285714285
"Omaha, Ponka",-98.0,42.5,hunting,0.16842105263157894
Omotic,36.5,6.6,hunting,0.0625
"Ontong Java,Takuu,Nukumanu,Nukuria",159.21,-5.16,hunting,0.04878048780487805
Opata,-109.5,30.5,hunting,0.0
Oraon (Kurukh),85.0,22.4,hunting,0.1111111111111111
Orinoco Caribs,-64.0,8.0,hunting,0.18421052631578946
Oriya,86.0,20.0,hunting,0.06172839506172839
"Ormuzd strait, Saheli",55.0,27.0,hunting,0.0
Oroch,138.0,48.0,hunting,0.18115942028985507
"Oromo,Konso,Sidamo",38.0,6.0,hunting,0.047619047619047616
"Osage, Kansa",-93.7,37.3,hunting,0.1506849315068493
Ossetians,44.0,43.0,hunting,0.162534435261708
Oto,-96.3,42.0,hunting,0.1282051282051282
"Otomi,Pame,Jonaz",-99.5,20.5,hunting,0.02631578947368421
Ottawa,-81.0,44.0,hunting,0.05
Owens Valley Mono,-118.5,37.2,hunting,0.1111111111111111
"Paez,Guambia",-76.5,2.5,hunting,0.16666666666666666
Paipai,-115.8,31.8,hunting,0.25
"Paiwan,Puyuma,Rukay",120.8,22.5,hunting,0.060240963855421686
Palau,134.8,6.54,hunting,0.09090909090909091
Palaung,97.0,22.0,hunting,0.1388888888888889
Palawan,117.7,9.0,hunting,0.0
Palikur,-51.8,4.0,hunting,0.3333333333333333
Panamint,-117.2,36.5,hunting,0.42105263157894735
Panare (E'napa),-66.0,7.0,hunting,0.07692307692307693
Papago,-113.0,32.0,hunting,0.09090909090909091
Paresi,-55.5,-15.0,hunting,0.15757575757575756
Parintintin,-62.0,-9.0,hunting,0.16666666666666666
"Pasco,Junin,Huancavelica dep.",-76.8,-11.7,hunting,0.06153846153846154
Pashto,67.0,33.0,hunting,0.13186813186813187
Pawnee,-99.0,41.0,hunting,0.16233766233766234
"Paya,Sumu,Misquito",-85.0,14.0,hunting,0.09259259259259259
Pemon,-62.3,6.0,hunting,0.10714285714285714
Persians,54.0,34.0,hunting,0.16587677725118483
Piaroa,-67.5,5.0,hunting,0.03125
Pima,-112.0,32.8,hunting,0.08571428571428572
Pipil,-89.5,13.5,hunting,0.1875
Piro,-70.0,-12.0,hunting,0.1875
Plains Cree,-109.0,54.0,hunting,0.19594594594594594
Plains Ojibwa,-98.0,49.5,hunting,0.14285714285714285
Polar Eskimo,-68.0,77.5,hunting,0.1625
Poles,21.0,52.0,hunting,0.1408839779005525
Pomo,-123.5,38.5,hunting,0.13008130081300814
Ponape district,159.0,6.3,hunting,0.15384615384615385
Popoluca,-95.0,18.0,hunting,0.09722222222222222
Portuguese,-8.0,40.5,hunting,0.13043478260869565
Potawatomi,-85.0,44.5,hunting,0.06382978723404255
Prussians,20.4,54.5,hunting,0.0
Puebla & Huasteca Nahua,-98.0,19.0,hunting,0.11842105263157894
Puelche,-67.5,-42.0,hunting,0.0
